
0,6.74E-11
0.572,5.37E-11
1.131,4.41E-11
1.595,3.90E-11
2.05,3.51E-11
2.59,3.16E-11
3.04,2.92E-11
3.58,2.67E-11
4.08,2.47E-11
4.59,2.29E-11
5.01,2.16E-11
